Answer_ID,Jawaban_Mahasiswa,Kode_Jawaban_Dosen,Nilai_Human_Rated
730,"* Cupcake: Android 1.5 (April 2009)
 * Donut: Android 1.6 (September 2009)
 * Eclair: Android 2.0/2.1 (Oktober 2009)
 * Froyo: Android 2.2 (Mei 2010)
 * Gingerbread: Android 2.3 (Desember 2010)
 * Honeycomb: Android 3.0/3.1/3.2 (Februari 2011)
 * Ice Cream Sandwich: Android 4.0 (Oktober 2011)
 * Jelly Bean: Android 4.1/4.2/4.3 (Juli 2012)
 * KitKat: Android 4.4 (Oktober 2013)
 * Lollipop: Android 5.0/5.1 (November 2014)
 * Marshmallow: Android 6.0 (Oktober 2015)
 * Nougat: Android 7.0/7.1 (Agustus 2016)
 * Oreo: Android 8.0/8.1 (Agustus 2017)
 * Pie: Android 9 (Agustus 2018)
 * Android 10: Android 10 (September 2019)
 * Android 11: Android 11 (September 2020)
 * Android 12: Android 12 ( Oktober 2021)",te_8,100
731,"Donut, Eclair, Frozen Yogurt, Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean, Kit Kat, Lollipop, Marshmallow, Nougat, Oreo, Pie, Android Q, Red Velvet Cake, Snow Cone, Tiramisu",te_8,92
732,"Donut, Gingerbread, Honeycomb, Ice Cream, Jellybean, Kitkat, Lollipop, Marshmallow, Nutella, Oreo, Pie,",te_8,73
733,"ice cream sandwich, jelly bean, kitkat, lolipop, marshmallow, nuget, oreo, pancake",te_8,63
734,android 1.5,te_8,13
735,"LAN (Local Area Network) adalah susunan fisik atau geometri yang menggambarkan bagaimana perangkat dalam jaringan terhubung satu sama lain.
 
 - bintang
 
 - bus
 
 - cincin",te_9,80
736,"Topologi jaringan LAN adalah jaringan komputer yang terdiri dari dari beberapa komputer yang saling terhubung dalam suatu area yang relatif kecil.
 
 Contoh topologi:
 
 * Topologi Ring
 * Topologi Star
 * Topologi Tree",te_9,88
737,"Topologi jaringan LAN (Local Area Network) mengacu pada cara fisik atau struktural di mana perangkat dalam jaringan lokal terhubung satu sama lain. Berikut adalah beberapa contoh topologi jaringan LAN yang umum digunakan:
 
 * Bus Topology
 * Star Topology
 * Ring Topology
 * Mesh Topology
 * Hybrid Topology",te_9,90
738,"TOPOLOGI JARINGAN LAN (Local Area Network) adalah pola atau susunan fisik dari bagaimana perangkat di dalam jaringan terhubung satu sama lain. beberapa contoh topologi LAN adalah :
 
 Topologi Bintang/Star
 Topologi Bus
 Topologi Cincin",te_9,88
739,"Topologi jaringan LAN adalah metode menghubungkan node agar terhubung dalam satu jaringan LAN/Lokal, Contoh: Bus, Star, Ring",te_9,77
740,"LAN (Local Area Network) mencakup wilayah lokal, dengan topologi star, bus, ring",te_9,65
741,"LAN merupakann jaringan komputer yang menghubungkan komputer dengan prangkat jaringan lainnya YANG CAKUPANNYA TERBATAS, biasanya hanya beberapa kilometer.
 
 contoh torpologi:
 
 torpologibus
 
 torpologistar
 
 torpologiring",te_9,68
742,"komputer komputer yang saling berhubungan/dihubungkan bersamaan dalam satu area yang kecil.
 
 contoh : mesh, bus, star, ring, hybrid, tree",te_9,63
743,"LAN merupakan jaringan internet dengan jangkauan mencakup wilayah lokal
 
 contoh : telephon, internet, sharing data",te_9,60
744,"LAN adalah suatu jaringan komputer yang cakupan wilayahnya hanya mencakup wilayah lokal saja atau terbatas. Contoh yang termasuk jaringan LAN adalah jaringan komputer di perkantoran, sekolah, cafe, rumah pribadi",te_9,60
745,"perangkat yang terhubung dengan jaringan satu sama lain
 
 1. Topologi star
 2. Topologi bus
 3. Topologi ring",te_9,58
746,"LAN atau local area network, adalah topologi jaringan yang diciptakan untuk satu tempat atau bangunan tertentu.
 
 selain LAN ada juga WAN, MAN, dan PAN",te_9,53
747,Topologi LAN merupakan metode yang menghubungkan jaringan 2 komputer atau lebih,te_9,53
748,"Jaringan Lan adalah Keperluan Informasi Dan Komunikasi Dengan jaringan komputer, setiap pekerjaan diharapkan dapat selesai dengan cepat. 
 
 Telepon, Setting router atau access point, Internet",te_9,47
749,"Jaringan LAN berfungsi untuk menghubungkan perangkat jaringan dalam kondisi jangkauan yang relatif kecil. Lan merupakan salah satu tipe jaringan komputer yang umum dijumpai. 
 
 Contoh:",te_9,47
750,"local area network, topologi bus, star, ring",te_9,53
751,"Topologi LAN merupakan suatu Jenis Jaringan Komputer dengan mencakup wilayah lokal.
 
 Topologi RING
 
 Topologi",te_9,58
752,Bluetooth adalah media komunikasi tanpa kabel (wireless) antar perangkat untuk dapat bertukar informasi dengan jarak dekat.,te_10,92
753,Bluetooth adalah sebuah teknologi nirkabel yang digunakan untuk menghubungkan dan mentransfer data antara perangkat elektronik yang berdekatan satu sama lain secara singkat dan sederhana.,te_10,90
754,teknologi yang memnungkinkan mengirim data atau file melalui frekuensi secara nirkabel,te_10,82
755,"secara bahasa adalah GIGI BIRU
 
 secara teknologi, bluetooth adalah teknologi wireless jarak dekat yang digunakan untuk melakukan pertukaran data berupa teks, gambar, ataupun audio 
 
 bluetooth beroperasi dalam pita frekuensi 2.4 GHz",te_10,97
756,Bluetooth adalah teknologi yang memungkinkan perangkat satu dengan yang lainnya saling terhubung tanpa membutuhkan kabel.,te_10,83
757,"bluetooth merupakan sebuah teknologi komunikasi wirelessyang digunakan untuk menghubungkan perangkat elektronik, seperti hp, tablet, laptop, dan perangkat audio, secara nirkabel.",te_10,82
758,Bluetooth adalah teknologi yang memungkinkan untuk menghubungkan perangkat satu dengan perangkat lainnya tanpa membutuhkan kabel.,te_10,82
759,"Bluetooth adalah teknologi nirkabel yang digunakan untuk menghubungkan perangkat elektronik dengan perangkat lainnya dalam jarak pendek. Ini memungkinkan perangkat seperti ponsel cerdas, laptop, speaker, keyboard, dan banyak lagi untuk berkomunikasi dan bertukar data satu sama lain tanpa perlu kabel fisik.",te_10,95
760,BLUETOOTH adalah teknologi nirkabel yang digunakan untuk mentransfer data antar perangkat elektronik melalui gelombang radio frekuensi. Teknologi ini dirancang untuk menghubungkan perangkat elektronik secara sederhana dan mudah tanpa perlu kabel fisik.,te_10,88
761,"Bluetooth adalah sebuah standar komunikasi nirkabel yang digunakan untuk mentransfer data antara perangkat elektronik secara jarak pendek. Teknologi ini memungkinkan perangkat seperti ponsel cerdas, laptop, headset, keyboard, mouse, speaker, dan banyak perangkat lainnya untuk terhubung dan berkomunikasi satu sama lain tanpa menggunakan kabel fisik.",te_10,95
762,"menghubungkan periferal ke ponsel, desktop, dan leptop secara nirkabel",te_10,82
763,Perangkat yang dapat menghubungkan dari device A dan Device B tanpa harus menggunakan Kabel.,te_10,82
764,teknologi untuk mengirim data tanpa kabel,te_10,70
765,Bluetooh adalah jaringan tanpa kabel,te_10,63
