Jawaban_Mahasiswa,Kode_Jawaban_Dosen,Nilai_Human_Rated,Nilai_Huruf
"Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu. Contoh: lulusan terbaik tahun 2009, rata-rata IPK lulusan 2009, dsb. Sedangkan Pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat. ",te_4,58,C
data adalah kumpulan dari fakta. Informasi adalah kumpulan data yang dibutuhkan oleh konsumen atau user. Pengetahuan adalah kumpulan informasi yang ditulis dan mempunyai tujuan tertentu ,te_4,44,C
"data adalah kumpulan informasi dan pengetahuan, dan informasi kumpulan dari pengetahuan yang di informasikan, dan pengetahuan sendiri adalah sumber yang tidak tampak yang mampu memrikan informasi dan data. ",te_4,42,C
"Data adalah sekumpulan fakta yang berupa angka, huruf, gambar, dan gambar bergerak yang belum mempunyai arti / makna. Informasi adalah sekumpulan data yang benar (bukan opini / gosip) yang sudah mempunya arti / makna untuk kita terima. Pengetahuan adalah informasi yang di terima otak untuk diolah dan dicerna, agar sebagian informasi yang penting / berguna bagi otak untuk disimpan. Untuk kemudian otak akan memberi sikap apa yang harus kita lakukan. ",te_4,45,C
"data adalah kumpulan informasi yang belum diolah, informasi adalah kumpulan data yang sudah diolah, pengetahuan adalah kumpulan data yang diperoleh dari beberapa informasi yang bisa ditanggungjawabkan ",te_4,47,C
-Data adalah fakta mentah yang belum diolah -informasi adalah fakta yang sudah mengalami proses pengolahan -Pengetahuan adalah informasi yang telah dipadukan dan menghasilkan sebuah pemahaman baru,te_4,55,C
data adalah suatu kumpulan data yang masih mentah. informasi adalah data yang sudah diolah. pengetahuan adalah kumpulan berbagai informasi yang telah diolah. ,te_4,48,C
Data merupakan bahan informasi yang belum diolah informasi merupakan data yang sudah diolah dan sudah bisa memberikan informasi secara lengkap pengetahuan merupakan ilmu yang dipoleh dari sebuah informasi ,te_4,52,C
data adalah kumpulan dari data mentah yang belum diolah informasi adalah hasil dari data yang telah diolah pengetahuan adalah segala kumpulan informasi yang di berikan dan disampaikan yang mempunyai arti dan makna didalamnya terdapat ilmu ,te_4,48,C
data adalah catatan atas kumpulan fakta informasi adalah kumpulan pesan yang dapat di tafsirkan dari pesan atau kumpulan pesan pengetahuan adalah informasi yang di ketahui oleh seseorang ,te_4,53,C
"data adalah sebuah catatan atas sekumpulan fakta. informasi adalah sekumpulan data mentah yang telah diolah menjadi sesuatu yang dapat menguntungkan user, pengetahuan adalah sekumpulan informasi yang mengakibatkan user menjadi belajar dan mendapatkan wawasan baru. ",te_4,59,C
"Data adalah suatu yang tidak dapat digunakan tanpa ada data lain, Informasi adalah kumpulan data data yang dihubungkan menjadi suatu informasi, Pengetahuan adalah Kumpulan dari informasi informasi yang dapat digunakan atau dimanfaatkan dalam kehidupan. ",te_4,46,C
- Data : sesuatu yang belum mempunyai arti bagi penerimanya dan masih memerlukan adanya suatu pengolahan - informasi : pesan ucapan kata dari orang Lain melalui komunikasi langsung maupun tidak langsung yang memiliki makna dan manfaat - Pengetahuan : informasi atau maklumat yang diketahui atau disadari oleh seseorang.,te_4,42,C
"data adalah angka, gambar, video dll. informasi adalah kumpulan dari data. pengetahuan adalah kumpulan dari informasi yang sudah dibuktikan kebenarannya. ",te_4,44,C
"Data adalah informasi dari sebuah fakta, informasih adalah data yang telah di olah dan keberadaanya sangat di butuhkan. Pengetauhan adalah sebuah informasi yang di dapat dari sebuah pristiwa. ",te_4,44,C
"Data adalah sesuatu yang belum mempunyai arti bagi penerimanya dan masih memerlukan adanya suatu pengolahan. Informasi adalah data yang telah diolah menjadi sebuah bentuk yang berarti bagi penerima dan bermanfaat dalam pengambilan keputusan baik untuk saat ini maupun yang akan datang. informasi adalah sesuatu yang dapat diketahui, namun ada pula yang menekankan informasi sebagai transfer pengetahuan. ",te_4,57,C
"-Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. -Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu k",te_4,52,C
"- Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. - Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu",te_4,52,C
"-Data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. Contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut. -Informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu kontek",te_4,52,C
- Data dari tiga sumber di atas dapat ditarik kesimpulan persamaan bahwa Data merupakan kumpulan dari beberapa fakta dan angka. - informasi dari tiga sumber di atas dapat ditarik kesimpulan persamaan dari informasi adalah sama – sama memiliki proses Dalam menghantarkan (mengirim) Data atau pesan. - Pengetahuan dari tiga sumber di atas dapat ditarik kesimpulan persamaan dari Pengetahuan adalah informasi yang diterima oleh orang atau organisasi yang disadari dan dipahami.,te_4,48,C
"data adalah sumber dari informasi, informasi kumpulan data yang bermakkna, pengetahuan adalah ilmu yang di dapatkan adari informasi ",te_4,43,C
"Data adalah sumber dari informasi, informasi adalah kumpulan data yang bermakna, sedangkan pengetahuan adalah ilmu yang di dapat dari informasi. ",te_4,43,C
"Data adalah sesuatu yang tersimpan,informasi adalah kata-kata yang bersifat penting,pengetahuan adalah informasi yang penting ",te_4,24,D
"data adalah data sebelum diolah , informasi data yang sudah diolah , pengetahuan yang didapat dari informasi ",te_4,22,D
"data adalah sekumpulan informasi, informasi adalah pengetahuan dari sumber yang didapat, pengetahuan adalah ilmu yang sudah ada ",te_4,21,D
"-Data ialah keterangan atau bahan yang bisa dijadikan dasar penelitian atau kajian ilmiah. -informasi ialah pemberitahuan atau kabar berita. -Pengetahuan ialah sebuah dasar yang berkaitan Dengan ilmu, teori atau praktik.",te_4,23,D
data : tempat untuk meyimpan data informasi : yang bersisikan data terupdate pengetahuan : : materi yang diketahi semua orang ,te_4,28,D
data merupakan sekumpulan informasi secara terstruktur. informasi menyediakan informasi secara lisan dan tertulis. pengetahuan berupa pemahaman suatu data ,te_4,29,D
data ' informasi data tidak sama dengan indormasi sendangkan pengetahuan adalah ilmu untuk mempelajari data dan informasi ,te_4,20,D
"data adalah sekumpulan informasi, informasi adalah sekumpulan data, pengetahuan adalah ilmu yang logis dan dapat dipahami ",te_4,10,E
data berisi informasi ,te_4,8,E
data isi informasi ,te_4,8,E
"Melihat komposisi material dari produk elektronik ini, kita bisa simpulkan bahwa nilai ekonomisnya sangat tinggi. Beberapa material bisa didaur ulang seperti plastik, baik itu untuk menghasilkan bahan baku plastik kembali ataupun diolah untuk menghasilkan bahan bakar setara dengan bensin dan solar, kemudian aneka macam logam seperti besi, tembaga, aluminium tentunya sangat bernilai ekonomis tinggi kalau bisa dimanfaatkan lagi, belum lagi beberapa logam dalam jumlah yang kecil tetapi sangat bernilai seperti perak dan emas tentunya menjadikan daur ulang ini sangat menjanjikan ke depannya. ",te_5,48,C
"Masyarakat bisa menjual sampahnya kepada Ecocash. Petugas akan mendatangi rumah pengguna jasa, mengambil perangkat elektronik bekas, lantas membayarnya. Perangkat yang rusak atau mati pun tetap ada harganya. Saat ini, layanan penjemputan sampah elektronik secara gratis baru ada untuk wilayah Jakarta dan Tangerang. Daerah lain di Jabodetabek bisa dilayani, tetapi dikenai tarif tambahan untuk pengambilan barang. “Perangkat elektronik tersebut akan kami salurkan untuk dipilah dan didaur ulang. Jadi, peran kami adalah membantu orang-orang meneruskan sampah elektronik mereka ke pihak-pihak yang bisa mengelolanya,” tutur Amrit Gurbani, Co-Founder PT Mitra Kersa Artha di kantornya, Jumat (3/7). Menyerahkan limbah elektronik kepada pihak yang bisa mengolahnya dapat menjadi salah satu cara yang kita tempuh untuk mengatasi menumpuknya sampah elektronik selain mempertimbangkan masak-masak sebelum membeli perangkat elektronik. Sementara itu, kita tetap berharap perusahaan elektronik mau bertanggung jawab mengelola kembali produknya dan negara kita punya sistem yang terintegrasi untuk mengelola sampah. ",te_5,40,C
"Memisahkan antara sampah basah, sampah kering dan sampah elektronik meningkatkan kreatifitas dengan mengelola sampah elektronik jangan membuang sampah lektronik sembarangan ",te_5,43,C
- Recycle yaitu mendaur ulang sesuatu atau mengolah kembali suatu barang yang sudah tidak digunakan agar bisa dimanfaatkan kembali. - Reuse adalah menggunakan kembali material atau bahan yang masih layak dipakai. - Reduce adalah konsep pengurangan atau Mengurangi pemakaian suatu material tertentu yang dianggap dapat Mengurangi produksi sampah dan tidak menyebabkan konsupsi berlebih.,te_5,28,D
"dengan menerapkan program extended producer responsibility (EPR), suatu program dimana produser bertanggung jawab mengambil kembali (take back) produk-produk yang tidak terpakai. ",te_5,24,D
1. Mendaur ulang. 2. Mengubah menjadi kerajinan tangan. 3. Memanfaatkan sparepart yang masih dapat digunakan. ,te_5,23,D
"meningkatkan umur suatu produk, mendaur ulang produk yang tidak terpakai secara benar, mengekspor ke negara maju untuk dikembangkan ",te_5,25,D
"Sampah elektronik yang tidak terkelola dengan baik menimbulkan masalah. Komponen-komponennya mengandung bahan berbahaya dan beracun (B3). Circuit board komputer misalnya, mengandung logam-logam berat seperti timah, krom, besi, timbal, perak, dan tembaga. Komponen di dalam televisi dan monitor komputer bekas pun mengandung timah, kadmium, dan merkuri. Limbah-limbah ini, jika tidak ditangani dengan benar, menjadi polutan bagi air, tanah, dan udara. Ini juga akan berpengaruh buruk terhadap kesehatan orang-orang yang ada di sekitarnya. ",te_5,25,D
"dilakukan pelelehan barang elektronik, melakukan daur ulang, dan upgreade bahan dari yang tidak layak menjadi layak. ",te_5,20,D
1. dengan cara mendaur ulang sampah elektronik 2. mengurangi penggunaan sampah elektronik ,te_5,27,D
-mendaur ulang yang masih bisa dipakai -membuang ke tempat pembuangan akhir -memanfaatkan yang bisa dipakai,te_5,22,D
-salurkan sampah elektronik -daur ulang sampah elektronik -menyimpannya di rumah,te_5,23,D
"Dalam buku E-Waste: Sampah Elektronik (2015), penulis Rafa Jafar memberikan tips bagaimana memperlakukan barang bekas atau e-waste sebelum akhirnya berakhir di dropbox. Ada langkah kecil yang dapat dilakukan untuk mengurangi sampah elektronik, seperti jual tambah, membawa ke tukang servis, memberikan ke orang lain yang membutuhkan, atau dikumpulkan untuk diberikan ke tempat pengolah e-waste. ",te_5,26,D
"- mendorong kepedulian semua pihak untuk mendukung pelaksanaan mekanisme EPR dan mekanisme insentif. - membangun sistem database untuk mendata: volume limbah elektronik, daftar industri rekondisi, daftar industri pengolah limbah. - Kebijakan untuk peranan dan pertumbuhan industri rekondisi dan memberlakukan standar untuk produk refurbish. - memberikan informasi kepada semua pihak (terutama sektor informal) akan bahaya penanganan e-waste yang tidak terkontrol. - Pengelolaan limbah B3 dari Kegiatan elektronik dapat dilakukan sendiri atau diberikan kepada pihak ketiga yang telah mendapatkan izin dari KLH",te_5,20,D
-mendaur ulang sampah elektronik -bakar sampah elektronik yang bisa di bakar -di olah Dengan benar,te_5,29,D
- mendaur ulang Sampah. - memanfaatkan Sebagai bahan yg lebih penting,te_5,22,D
"Penjualan barang elektronik yang terus melonjak hingga satu dekade mendatang diperkirakan akan terjadi di negara-negara berkembang dalam 10 tahun ke depan. Meningkatnya penjualan, tentu saja berdampak pada penumpukan sampah elektronik yang membahayakan lingkungan dan kesehatan manusia. ",te_5,22,D
"di daur ulang, memanfaatkan yang masih bisa di pakai, di pendam ",te_5,12,E
dibuang di tempatnya ,te_5,8,E
"melakukan recycle pada e waste yang masih bisa digunakan, mengurangi penggunaan alat elektronik yang tidak perlu digunakan, gunakan lah kembali alat listrik yang masih bisa digunakan ",te_5,9,E
Di olah kembali menjadi barang yang berguna ,te_5,13,E
"dibuar kerajinan , dikubur , disimpan ",te_5,9,E
di daur ulang ,te_5,11,E
dengan cara menghancurkannya dengan alat berat ,te_5,7,E
membuang pada tempatnya ,te_5,8,E
reduce. reuse. recycle. ,te_5,9,E
-Dengan merefresh dan scan -Dengan mengistall ulang -Dengan merepair -Dengan maintenance,te_5,8,E
mendaur ulang ,te_5,11,E
recycle - reuse - refuse. ,te_5,9,E
"Dihapus, Diolah kembali, Diasingkan, gunakan Ad-Block. ",te_5,9,E
-membersihkan hal yang mengandung spam. -melakukan scanning terhadap Data pada komputer. -rutin melakukan defragment.,te_5,5,E
- adanya satu perhatian dari instansi terkait Dalam pengelola limbah - membangun sistem database untuk medata jumlah volume limnbah - mendorong kepeduliuan semua pihak,te_5,9,E
tidak tahu ,te_5,0,E
- dibakar - didaur ulang,te_5,11,E
-Dengan melakukan scaning menggunakan software,te_5,0,E
didaur ulang ,te_5,11,E
menggunakan barang secara bijak. ,te_5,13,E
"delete, bokir ,tidak usah buat ",te_5,1,E
"Hapus,Blokir, ",te_5,0,E
di daur ulang di daur ulang di daur ulang ,te_5,11,E
"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",te_6,87,A
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,87,A
"Merupakan memory yang datanya dapat ditulis serta dihapus, tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,87,A
"Merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,87,A
"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",te_6,87,A
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,87,A
"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. contohnya RAM ",te_6,84,A
"Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,87,A
"memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power dalam kondisi off, serta membutuhkan satu daya dalam mempertahankan memory ",te_6,87,A
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory ",te_6,87,A
"Volatile merupakan memory yang datanya dapat ditulis serta dihapus, tetapi akan hilang jika tidak ada aliran listrik (kondisi mati/off) dan membutuhkan daya untuk mempertahankan memory. ",te_6,93,A
"Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,87,A
"adalah data yang datanya dapat ditulis dan dihapus, tetapi akan hilang saat kehilangan power dan membutuhkan catu daya ",te_6,84,A
"memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",te_6,87,A
"Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. Contohnya adalah RAM ",te_6,85,A
"Volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,91,A
"merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,87,A
"Volatile memory adalah memory yang datanya dapat ditulis dan dihapus ,tetapi hilang saat kehilangan power (kondisi off) dan membutuhkan catu daya dalam mempertahankan memory. ",te_6,88,A
"volatile memory merupakan memory yang datanya dapat ditulis serta dihapus,tetapi akan hilang saat kehilangan power (kondisi off) serta membutuhkan satu daya dalam mempertahankan memory. ",te_6,87,A
volatile memory adalah memory yang berisi data dan dapat ditulis maupun dihapus kembali ,te_6,70,B
"merupakan memory yang datanya dapat ditulis dan dihapus, tetapi dapat hilang saat kondisi power off ",te_6,73,B
"Memory volatile adalah memori yang datanya dapat ditulis atau dihapus, dan data akan hilang ketika tidak mendapat power / daya. Memory jenis ini hanya untuk penyimpanan data sementara saja, bukan untuk jangka waktu yang lama. Contoh dari memory volatile adalah RAM (Random Access Memory) digunakan sebagai memori utama untuk menyimpan program-program atau data-data yang sedang digunakan atau diperlukan oleh CPU saat dibutuhkan saja (sementara). ",te_6,73,B
"Volatile, bertentangan dengan memori non-volatile , adalah memori komputer yang membutuhkan kekuatan untuk mempertahankan informasi yang tersimpan; mempertahankan isinya sementara bertenaga pada tetapi ketika listrik terganggu data yang disimpan hilang sangat cepat atau segera. Volatile memiliki beberapa kegunaan, misalnya sebagai memori utama . Selain biasanya menjadi lebih cepat dari bentuk penyimpanan massal seperti hard disk drive yang , volatilitas dapat melindungi informasi sensitif seperti itu menjadi tidak tersedia pada kekuasaan-down. Sebagian besar tujuan umum random-access memory (RAM) adalah stabil. ",te_6,50,C
memory yang datanya dapat ditulis dan dihapus ,te_6,45,C
"volatile memory adalah penyimpanan memory sementara, yang mudah hilang ",te_6,53,C
memory yang datanya bisa di tulis dan di hapus ,te_6,42,C
volatile memory adalah memory yang datanya tidak dapat dihapus / ditulis kembali sehingga hanya bisa dibaca saja. ,te_6,50,C
volatile ialah memori sementara yang hilang apabila listrik mati atau komputer dimatikan. contohnya RAM ,te_6,45,C
memory datanya yang dapat dihapus dan ditulis ,te_6,45,C
merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang ,te_6,47,C
"Memori yang datanya sudah diisi oleh pembuat chip memori, artinya user meminta kepada pabrik pembuat memori agar diisi sesuai dengan keinginannya. ",te_6,22,D
Merupakan memori yang akan hilang datanya keika arus listrik dipadamkan ,te_6,30,D
Memory yang dapat dihapus. ,te_6,27,D
Volatile = sementara Memory = Ingatan jadi Ingatan Sementara ,te_6,25,D
valatile memory tempat penyimpana data volatile ,te_6,28,D
Volatile memory adalah tempat penyimpanan data volatile. ,te_6,27,D
tempat untuk menyimpan data volatile ,te_6,27,D
memory yang digunakan untuk penyimpanan sementara ,te_6,28,D
memori penyimapan ,te_6,5,E
memori jangka pendek ,te_6,7,E
memory jangka pendek ,te_6,11,E
Pengertian topologi jaringan komputer adalah suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi. ,te_6,0,E
- ,te_6,0,E
memory yang dapat bertambah ketika di butuhkan ,te_6,8,E
memory tambahan ,te_6,7,E
"LCD (Liquid Cristal Display), CPU (Central Processing Unit), GPS (Global Positioning System) ",te_7,94,A
"liquid crystal display, central processing unit, global position system ",te_7,82,A
"liquid crystal display, central prosesor unit, global position system ",te_7,82,A
LCD = Liquid Crystal Display. CPU = Control Processing Unit. GPS = Global Positioning System. ,te_7,94,A
"Liquid Crystal Display, Central Processing Unit, Global Positioning System. ",te_7,87,A
"Liquid Crystal Display, Central Processing Unit, Global Positioning System ",te_7,87,A
LCD = liquid crystal display CPU = central processing unit GPS = Global Positioning System ,te_7,100,A
CPU -Central Processing Unit LCD - Liquid Crystal Display GPS -Global Positioning System ,te_7,100,A
LCD Liquid Crystal Display Central Processing Unit GPS Global Positioning System ,te_7,92,A
"kepanjangan LCD adalah Liquid Crystal Display, kepanjangan CPU adalah Central Processing Unit, kepanjangan GPS adalah Global Positioning System ",te_7,89,A
LCD : Liquid Crystal Display CPU : Central Processing Unit GPS : Global Positioning System ,te_7,100,A
"-LCD,yaitu Liquid Crystal Display -CPU,yaitu Central Processing Unit -GPS yaitu Global Positioning System",te_7,100,A
"liquid crystal display, central processing unit, global positioning system ",te_7,90,A
LCD: Liquid Crystal Display. CPU: Central Personal Unit. GPS: Global Positioning System. ,te_7,87,A
LCD (Liquid Crystal Display) CPU (Central Processing Unit) GPS (Global Positioning System) ,te_7,100,A
-LCD adalah Liquid Crystal Display -CPU adalah Central Processing Unit -GPS adalah Global Positioning System,te_7,100,A
LCD adalah Liquid Crystal Disply CPU adalah Central Procesing Unit GPS adlah Global Positiioning System ,te_7,87,A
"LCD : liquid crystal dysplay, CPU : Central processing unit, GPS : global position system ",te_7,90,A
LCD : liquid crystal display. CPU : central processing unit. GPS : global position system. ,te_7,92,A
-LCD Liquid Crystal display. -CPU Central Processing unit. -GPS Global Positioning system.,te_7,100,A
- LCD (Liquid Cristal Display) - CPU (Central Processing Unit) - GPS (Global Positioning System),te_7,94,A
- LCD adalah Liquid Crystal Display - CPU adalah Central Processing Unit - GPS adalah Global Positioning System,te_7,100,A
-LCD (Liquid Crsytal Display) -CPU (Control Processing Unit) -GPS (Global Positioning System),te_7,94,A
- LCD Liquid Crystal Display - CPU Central Processing Unit - GPS Global Positioning System,te_7,100,A
-LCD Liquid Crystal Display -CPU Central Processing Unit -GPS Global Positioning System,te_7,100,A
LCD adalah Liquid Crystal Display CPU adalah Central Processing Unit GPS adalah Global Positioning Dustem ,te_7,91,A
lcd adalah Liquid Crystal Display cpu adalah Central Processing Unit gps adalah global positioning system ,te_7,100,A
LCD = liquid crystal display CPU = central processing unit GPS = Global Positioning System ,te_7,100,A
LCD = liquid crystal display CPU=Central personal unit ,te_7,69,B
"liquid crystal display, central processor unit, global positioning system. ",te_7,77,B
"LCD = Liquid Cristal Display, CPU = Central Processing Unit, GPS = Global Place System ",te_7,78,B
- LCD (Liquid Crystal Display) - CPU (centrak process Unit) -GPS (Global Positioning System),te_7,78,B
"LCD Liquid Crystal Display, CPu Central Processing Unit, GPS Graphical Position Satellite. ",te_7,75,B
"liquid-crystal display,pronounced as separate letters,The Global Positioning System ",te_7,56,C
"LCD lead cristal display , CPU central processor unit ",te_7,44,C
"LCD (Limited Crystal Diode), CPU(Central Processing Unit), GPS(Global ) ",te_7,45,C
-LCD adalah licuid Display -CPU adalah centar Processing Unit -GPS adalah Global position System,te_7,53,C
liquid central display ,te_7,23,D
GPS = Global Positioning System ,te_7,32,D
"GPU atau sering juga disebut VGA adalah saalah satu hardware pendukung bagi para desainer dan gamer yang memang kebutuhan grafisnya lebih berat daripada VGA Onboard yang sudah ada dari Mainboard. GPU kepanjangan dari Graphic Processing Unit. Singkatan GPU dan CPU memang tidak jauh berbeda, fungsi utama dari GPU itu sendiri memang di khususkan untuk mem-proses penggunaan grafik yang memang berat dan VGA Onboard tidak sanggup untuk menjalankan kebutuhan grafik tinggi tersebut, namun bukan berarti VGA Onboard sekarang tidak cukup untuk menjalakan beberapa penggunaan grafis grafik sebatas 3D biasa, CPU kepanjangannya adalah Central Processing Unit. CPU bertanggung jawab untuk melakukan semua dari perhitungan matematika yang diperlukan oleh komputer agar dapat berfungsi dengan baik. Dikarenakan komputer tidak dapat berfungsi tanpa CPU (yang mungkin juga disebut sebagai central processor atau hanya prosesor saja), tidak jarang terdengar orang merujuk ke CPU sebagai ""otak"" dari sebuah komputer, GPS atau Global Positioning System dalam pengertian sederhana adalah salah satu sistem yang akan membantu kita untuk mengetahui posisi kita berada saat ini. GPS bekerja dengan menstransmisikan sinyal dari satelit ke perangkat GPS (handphone atau Blackberry yang dilengkapi teknologi GPS misalnya). Untuk memperoleh detil posisi yang seakurat mungkin, GPS sebaiknya digunakan di ruang terbuka Penggunaan GPS di dalam ruangan, hutan ataupun di tempat yang banyak gedung-gedung tinggi, akan membuat GPS bekerja kurang akurat ",te_7,25,D
"liquid control desktop, control prosesing unit, google prosesing satelit ",te_7,23,D
"LCD Luquid Control Desktop, CPU Control Prosessing Unit, GPS Google Procesor Satlite ",te_7,31,D
"LCD adalah Liquied Control Desktop, CPU adalah Control Processor Unit, GPS adalah Google Proyektor Satelit. ",te_7,28,D
haha ,te_7,0,E
"Cupcake, Donat, Eclair, Froyo, Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean, Kitkat, Lollipop dan Marshmallow ",te_8,88,A
"cupcake,doughnat, eclair, froyo, gingerbread, honeycomb, ice cream sandwich, jelly bean. kitkat, lollipop, marshmellow ",te_8,85,A
"donut,eclair,froyo,gingerbread,honeycomb,ice cream sandwitch, jelly bean,kitkat ",te_8,86,A
"Cupkace, Donut, Eclair, Froyo, Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean, Kit Kat, Marshmallow. ",te_8,84,A
"Cupcake,Donut,Eclair ,Froyo, Gingerbread, Honeycomb , Ice Cream Sandwich , Jelly Bean ,KitKat,Lolipop. ",te_8,91,A
"cupcake, donut, eclair, froyo, gingerbread, honeycomb, ice cream Sandwich, jelly bean, kitkat, lollipop, Marshmallow ",te_8,91,A
-Cupcake -Donut -Eclair -Froyo -Gingerbread -Honeycomb -Ice Cream Sandwich -Jelly Bean -KitKat,te_8,88,A
"2.3 Android Cupcake, Android Donut, Android Eclair, Android Eclair, Android Froyo, Android Gingerbread, Android Honeycomb, Android Ice Cream Sandwich, Android Jelly Bean, Android KitKat, Android Lollipop, Android Marshmallow ",te_8,80,A
"Cupcake,Donut,Eclair,Froyo,Gingerbread,Honetcome,ICS,Jelly Bean,KitKat,Lolipop,Marsmallow ",te_8,82,A
"Donut , eclair , froyo , gingerbread , honeycomb , icecream sandwich , jellybean , kitkat , lollipop , marsmallow ",te_8,88,A
"Cupcakes, Donuts, Eclair, Froyo, Gingerbread, Honeycomb, Ice cream sandwich, Jelly Bean, KitKat, Lollipop, Marshmallow ",te_8,91,A
"Cupcake,Donat,Eclare,Foyo,Gingerbread,Honeycomb,IcecreamSandwich,Jellybean,Kitkat,Lolipop,Marshmallow ",te_8,87,A
"donut, eclair, froyo, gingerbread, honeycomb, ice cream sandwich, jelly bean, kitkat ",te_8,83,A
-Cupcake -Donut -Eclair -Froyo -Gingerbread -Honeycomb -Ice Cream Sandwich -Jelly Bean -KitKat,te_8,88,A
"cupcake, donut, eclair, froyo, gingerbread, honeycomb, ice cream sendwich, jelly bean, kitkat, lollipop, marsmellow ",te_8,91,A
cupcake - doughnut - eclair - froyo - gingerbread - honeycomb - ice cream sandwich - jellybean - kitkat - lollipop - marshmallow. ,te_8,85,A
"cupcake, donut, eclair, froyo, gingerbread,honeycomb, ice cream sandwich, jellybean, KitKat, lollipop, marshmellow, nuttelo. ",te_8,88,A
cupcake donut eclair froyo ginger bread honeycamb ice cream sandwich jelly bean kit kat lollipop marshmallow ,te_8,89,A
"Cupcake , Donut, Eclair, Froyo, Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean, dan KitKat. ",te_8,88,A
"Cupcake, Donut), Eclair, Froyo, Gingerbread), Honeycomb, Ice Cream Sandwich, Jelly Bean, KitKat, Lollipop, Marsmellow ",te_8,91,A
1. Android versi 1.0 (Astro) 2. Android versi 1.1 (Bender) 3. Android versi 1.5 (Cupcake) 4. Android versi 1.6 (Donut) 5. Android versi 2.0/2.1 (Eclair) 6. Android versi 2.2 (Froyo: Frozen Yoghurt) 7. Android versi 2.3 (Gingerbread) 8. Android versi 3.0/3.1 (Honeycomb) 9. Android versi 4.0 (ICS: Ice Cream Sandwich) 10. Android versi 4.1 (Jelly Bean) 11. Android versi 4.4 (KitKat) 12. Android L 5.0 ,te_8,72,B
